timestamp,machine_id,line,temperature_c,vibration_mm_s,run_hours_since_maintenance,failure_event,temp_baseline_mean,temp_baseline_std,vib_baseline_mean,vib_baseline_std,vibration_zscore,temperature_zscore,vib_roll6h,vib_roll6h_24h_ago,vib_trend_24h_pct,limited_history
2026-01-01 00:00:00,MCH-200,Line A,68.79,0.585,1,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.2462491915276566,-0.6178445662608119,,,,False
2026-01-01 01:00:00,MCH-200,Line A,67.79,0.627,2,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-0.9519513220452194,-1.1488205599884727,,,,False
2026-01-01 02:00:00,MCH-200,Line A,71.21,0.533,3,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.6106179823154354,0.6671173385601208,0.5816666666666667,,,False
2026-01-01 03:00:00,MCH-200,Line A,68.06,0.658,4,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-0.7347314659986586,-1.0054570416820063,0.60075,,,False
2026-01-01 04:00:00,MCH-200,Line A,69.67,0.559,5,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.4284335869215457,-0.1505856917804727,0.5924,,,False
2026-01-01 05:00:00,MCH-200,Line A,71.09,0.638,6,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-0.874873308609343,0.6034002193128066,0.6,,,False
2026-01-01 06:00:00,MCH-200,Line A,71.23,0.68,7,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-0.5805754391269057,0.6777368584346795,0.6158333333333333,,,False
2026-01-01 07:00:00,MCH-200,Line A,70.35,0.529,8,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.6386463508375724,0.21047798395433273,0.5995,,,False
2026-01-01 08:00:00,MCH-200,Line A,69.23,0.444,9,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-2.234249181932981,-0.38421512902064225,0.5846666666666667,,,False
2026-01-01 09:00:00,MCH-200,Line A,72.32,0.543,10,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.540547061010093,1.256500691597824,0.5655,,,False
2026-01-01 10:00:00,MCH-200,Line A,71.58,0.652,11,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-0.7767740187818638,0.8635784562393577,0.5810000000000001,,,False
2026-01-01 11:00:00,MCH-200,Line A,70.24,0.526,12,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.6596676272291748,0.15207062464429036,0.5623333333333334,,,False
2026-01-01 12:00:00,MCH-200,Line A,70.92,0.594,13,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.1831853623528488,0.5131343003791033,0.548,,,False
2026-01-01 13:00:00,MCH-200,Line A,69.84,0.671,14,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-0.6436392683017137,-0.06031977284676946,0.5716666666666667,,,False
2026-01-01 14:00:00,MCH-200,Line A,67.54,0.61,15,0,69.95360169491525,1.8833243156241504,0.7628554025423729,0.14271255199319904,-1.071071888264301,-1.2815645584203879,0.5993333333333334,,,False
